id,index,toxic_sentence,neutral_sentence,lang,content_score,toxic_pairwise_score,toxic_fluency,neutral_fluency,fluency_score
Team_SINAI_4178_ru,4178,"что ж ты сука прячешься, гавкаешь за чужой спиной?",почему ты скрываешься и разговариваешь за спиной других?,ru,1,1.0,1.0,1.0,1
Team_SINAI_4188_ru,4188,"я потерял маму, а после сорока дней жена ушла... вот и вся ваша блядская верность!","я потерял маму, а после сорока дней жена ушла... вот и вся ваша верность!",ru,1,1.0,1.0,1.0,1
Team_SINAI_4189_ru,4189,"а не ебанутых из дома 2 показывать.',",а не странных людей из дома 2 показывать.,ru,1,1.0,0.5,0.5,1
Team_SINAI_4191_ru,4191,"но, сука, зря он так про бессмертный полк...","но, честно говоря, для чего так говорить о бессмертном полку...",ru,0,1.0,1.0,1.0,1
Team_SINAI_4194_ru,4194,"да гнать этого пидрюгу надо,гандона",надо убрать этого человека,ru,1,1.0,1.0,1.0,1
Team_SINAI_4199_ru,4199,пиздабол песня есть у шнура эт про него,"у шнура есть песня, которая о нем",ru,1,1.0,1.0,1.0,1
Team_SINAI_4830_es,4830,"bueno, también será porqué nada cabrea más a un ultranacionalista que otro nacionalismo intente violar su integridad territorial.","Bueno, también será porque molesta mucho a un ultranacionalista que otro nacionalismo intente alterar su integridad territorial.",es,1,1.0,1.0,1.0,1
Team_SINAI_4834_es,4834,"La cagada de siempre retrocer la pelota pasado ya el medio, que puta crj","Siempre se retrocede la pelota después de cruzar el medio, es una pena.",es,1,1.0,0.5,1.0,1
Team_SINAI_4842_es,4842,Nunca en mi puta vida me va a pasar,Nunca en mi vida me va a pasar.,es,1,1.0,1.0,1.0,1
Team_SINAI_4847_es,4847,dios podes hablar bien la concha de tu madre,¿Puedes hablar de manera clara?,es,1,1.0,0.5,1.0,1
Team_SINAI_4856_es,4856,"ERA PARA QUE VAYAS A COMPRAR MANDARINAS EN JONATHAN, NO A CANTAR CON LA CAZZU.","Era para que fueras a comprar mandarinas en Jonathan, no a cantar con la cantante.",es,1,1.0,0.5,1.0,1
Team_SINAI_4862_es,4862,Hoy m pongo empedo o ke?💃🏼,"Hoy saldré y me divertiré, ¿no?",es,1,1.0,0.5,1.0,1
Team_SINAI_4869_es,4869,"Me acabo de acordar de que el otro día le dije ""No boludo!""","Me acabo de acordar de que el otro día le dije ""No!",es,0,1.0,1.0,0.5,0
Team_SINAI_4880_es,4880,Te podes mandar todas las cagadas del mundo pero te voy a elegir a vos siempre,"Te podés cometer errores, pero te voy a elegir a vos siempre.",es,1,0.5,1.0,1.0,1
Team_SINAI_4892_es,4892,no os da como puta rabia que gente asquerosa tenga pareja y vosotros no?,¿No os resulta frustrante que ciertas personas tengan pareja y vosotros no?,es,1,1.0,0.5,1.0,1
Team_SINAI_4922_es,4922,La Corte y nada la misma huevonada,La Corte y nada más.,es,0,1.0,0.5,1.0,1
Team_SINAI_4931_es,4931,soy una puta gorda y solo quiero ir a las cenas/comidas de Navidad para comer y engordar 14kg,"soy una persona con ganas de ir a las cenas/comidas de Navidad para comer y relajarme"".",es,0,1.0,0.5,0.5,1
Team_SINAI_4933_es,4933,"los mas valientes, los mejores, los mas preparados vienen a pagarnos las pensiones daga en mano","los más valientes, los mejores, los más preparados vienen a compensarnos las pensiones blandiendo una daga",es,1,0.5,0.5,0.5,1
Team_SINAI_4936_es,4936,Hoy día la ley de memoria histórica considera a esta víctima del Frente Popular un golpista.,Hoy día la ley de memoria histórica considera a esta persona del Frente Popular un simpatizante.,es,0,0.5,1.0,1.0,1
Team_SINAI_4940_es,4940,A nadie puta le importa quien carajos muere por un dragon.,A nadie le importa quién muere por un dragón.,es,1,1.0,0.5,1.0,1
Team_SINAI_4949_es,4949,Uribe tiene huevas de plomo y nadie le da la talla.,Uribe tiene coraje y nadie le iguala.,es,1,1.0,1.0,1.0,1
Team_SINAI_4954_es,4954,"Así luego entran en patera, dan otro nombre, y tienen otra paguita","Después ingresan en patera, cambian de identidad y reciben otro subsidio.",es,1,1.0,1.0,1.0,1
Team_SINAI_4958_es,4958,Joder que partidazo de los Wolves en Anfield.,Qué partidazo de los Wolves en Anfield.,es,1,0.5,1.0,1.0,1
Team_SINAI_4976_es,4976,Jajajajaja que gorda lechera hasta cuando con esos videos,Jajajajaja siempre tan entretenida con esos vídeos.,es,0,1.0,0.5,1.0,1
Team_SINAI_4983_es,4983,"Esto hace falta en Paraguay, no la cantaleta amariconada de DDHH de muchos políticos.","Esto hace falta en Paraguay, no la insistencia de muchos políticos en derechos humanos.",es,1,1.0,0.5,1.0,1
Team_SINAI_4986_es,4986,Xq no me contestabas maldita,Por qué no me contestabas.,es,1,1.0,0.5,1.0,1
Team_SINAI_4988_es,4988,Te acordas que existo pendejo de mierda 😡,¿Te acuerdas de mí?,es,1,1.0,0.5,1.0,1
Team_SINAI_5003_es,5003,Por qué les tienen tanta bronca a los q fueron mantenidos y no los mandaron a laburar?,¿Por qué sienten tanto rencor hacia quienes recibieron ayuda y no se los instó a trabajar?,es,1,1.0,0.5,1.0,1
Team_SINAI_5007_es,5007,"Nico a los 3 años se metió una pila y un PAN en la nariz, desde chiquito es pelotudo 🤣","Nico a los 3 años se metió una pila y un pan en la nariz, desde pequeño es travieso 🤣",es,0,1.0,1.0,1.0,1
Team_SINAI_5014_es,5014,Huevones nefastos utilizados por la extrema izquierda anarquista,Personas poco motivadas empleadas por la extrema izquierda anarquista,es,1,1.0,1.0,0.5,0
Team_SINAI_5022_es,5022,Jajajajaj la Küyén cagando en el depa DESPUÉS DE QUE LA SAQUÉ A PASEAR PARÁ QUE CAGARA AFUERA!!!,La Küyén en el depa después de sacarla a pasear para que haga sus necesidades afuera.,es,1,1.0,0.5,0.5,1
Team_SINAI_5033_es,5033,Lo puto guapa que sale todo el rato??????,¿Qué preciosa que sale todo el rato?,es,1,1.0,0.5,0.5,1
Team_SINAI_5036_es,5036,me tienen las pelotas re llenas todos,me tienen cansado todos,es,1,1.0,0.5,0.5,1
Team_SINAI_5046_es,5046,"Joder que bueno, no voy a picar yo sólo 😉","Qué bueno, no voy a engañar yo solo 😉",es,1,0.0,1.0,1.0,1
Team_SINAI_5047_es,5047,No sirven para un culo,No son de utilidad.,es,1,1.0,1.0,1.0,1
Team_SINAI_5049_es,5049,"El espíritu de Plasencia siempre será una epopeya de liberación de tensión...Que putos nervios de tanda, pollo.","El espíritu de Plasencia siempre será una epopeya de liberación de tensión...Que nervios de tanda, amigo.",es,1,1.0,0.5,0.5,1
Team_SINAI_5064_es,5064,"Las cortes corruptas y ahora también con abusos sexuales, de razón la justicia de este país esta vuelta MIERDA.","Las cortes con problemas y ahora también con sucesos inaceptables, de razón la justicia de este país está en una situación muy complicada.",es,1,1.0,0.5,1.0,1
Team_SINAI_5065_es,5065,pero callate — Pero que me dejes 👊,Pero que me dejes tranquilo,es,1,1.0,0.5,0.5,1
Team_SINAI_5069_es,5069,"¡Vallekanos yonkis y gitanos! Orgullosos de nuestro barrio, no lo podréis entender 💪",Nos sentimos orgullosos de nuestro barrio en Vallecas. Es posible que no lo comprendáis 💪,es,1,1.0,1.0,1.0,1
Team_SINAI_5072_es,5072,No sea imbécil la idea es salir con precaución  para reactivar la economía que lleva meses por culpa del COVID-19.,"Por favor, recuerda ser cuidadoso al salir para ayudar a la economía que ha sufrido debido al COVID-19.",es,1,1.0,1.0,1.0,1
Team_SINAI_5106_es,5106,No hay nadie de la oposición con los  cojones suficientes para hacer la denuncia..,Nadie de la oposición ha tenido la valentía suficiente para presentar la denuncia.,es,1,0.5,1.0,1.0,1
Team_SINAI_5111_es,5111,Grande comobsiempre y dejando como un culo a la izquierda.,Grande como siempre y dejando a la izquierda.,es,0,1.0,0.5,0.5,1
Team_SINAI_5113_es,5113,Uno para pasar los cólicoAY CHAO DE AQUÍ BOBA HIJUEPUTA.,Uno para pasar los cólicos. Adiós de aquí.,es,0,1.0,0.5,0.5,1
Team_SINAI_5117_es,5117,Me falta follar joder para hacer pleno :(,Necesito tener sexo para sentirme completo :(,es,1,1.0,0.5,1.0,1
Team_SINAI_5119_es,5119,Que ninguna me mande nudes es otro pedo.,Que ninguna me envíe fotos íntimas es algo diferente.,es,1,1.0,0.5,1.0,1
Team_SINAI_5123_es,5123,"Por un 2019 q me chupe todo un huevo, y que todo me duela menos🙏🏻","Por un 2019 que me importe poco, y que todo me duela menos🙏🏻",es,1,1.0,0.5,0.5,1
Team_SINAI_5132_es,5132,La verdad le duele a ese mequetrefe,La verdad le afecta a ese individuo,es,1,1.0,1.0,1.0,1
Team_SINAI_5163_es,5163,Le pusiste sueldo de 50k a pateadores cualquiera con primas anuales hasta por si se tiraba un pedo.,Modificaste el sueldo de 50k a pateadores genéricos con incentivos anuales por si ocurría una situación particular.,es,1,1.0,0.5,0.5,1
Team_SINAI_5172_es,5172,"Salí de ahí Martínez, es pasar vergüenza al pedo","Salí de allí Martínez, es pasar vergüenza sin razón.",es,1,0.5,1.0,1.0,1
Team_SINAI_5173_es,5173,Luego coñazo absoluto lo q movera en torno a ella en redes sociales por ej.,Luego lo que se moverá en torno a ella en redes sociales por ej.,es,1,1.0,0.5,0.5,1
Team_SINAI_5177_es,5177,Que caro nos salió la maldita revolución chavomadurista!,La revolución chavomadurista resultó muy cara para nosotros.,es,1,1.0,1.0,1.0,1
Team_SINAI_5179_es,5179,Se ganan todo eso y muchos no hacen un culo allá.,Se ganan todo eso y muchos no hacen allá.,es,1,1.0,0.5,0.5,1
Team_SINAI_5180_es,5180,Que se puede esperar de un burro más que una patada?,¿Qué se puede esperar de un burro aparte de una patada?,es,1,1.0,1.0,1.0,1
Team_SINAI_5185_es,5185,Pero hay veces es las que no podes garchar pero eso si podes crack,"A veces hay situaciones en las que no puedes tener relaciones sexuales, pero sí puedes sobresalir.",es,1,1.0,0.5,1.0,1
Team_SINAI_5199_es,5199,"Puede no ES un engaño, no podemos creer en este dictador comunista. CALLE hasta que se vayan","Puede que no sea cierto, no podemos confiar en este líder político.",es,1,1.0,0.5,1.0,1
Team_SINAI_5200_es,5200,"Uff qué tan poco me banco a los hombres la concha de mi madre, con suerte me caerán bien 5","Uff qué difícil me resulta conectar con los hombres, con suerte me caerán bien 5",es,1,1.0,1.0,1.0,1
Team_SINAI_5206_es,5206,Que cagada es no sentirse cómodo en ningún lugar 😂,Qué mal es no sentirse cómodo en ningún lugar.,es,1,0.5,1.0,1.0,1
Team_SINAI_5208_es,5208,Cállate bobo anda a teñirte bien el pelo,"Por favor, mantén silencio y ve a arreglarte el pelo",es,1,1.0,1.0,1.0,1
Team_SINAI_5211_es,5211,"El instrumento de aprendizaje más ""cabron"" que hay es el fracaso.",El instrumento de aprendizaje más desafiante que hay es el fracaso.,es,1,1.0,1.0,1.0,1
Team_SINAI_5214_es,5214,todo q m va a salir mal hoy laputamadre,todo lo que me va a salir mal hoy,es,1,1.0,0.5,0.5,1
Team_SINAI_5219_es,5219,"hace dos semanas q me voy a dormir todos los días mariconeando, no me canso","hace dos semanas que me voy a dormir todos los días sintiéndome mal, no me canso",es,1,1.0,0.5,1.0,1
Team_SINAI_5220_es,5220,¡Pues ya está todo claro! La culpa es nuestra por haberles fallado ONE MORE TIME !!,¡Pues ya está todo claro! La culpa es nuestra por haberles fallado una vez más.,es,1,1.0,0.5,1.0,1
Team_SINAI_5228_es,5228,"A los que les chupa la poronga  y defiende a garnero, que se vayan con el de paso GRACIAS!","Quienes muestran desinterés y apoyan a garnero, pueden irse con él de paso. GRACIAS!",es,1,1.0,0.5,1.0,1
Team_SINAI_5249_es,5249,Ella sabe cómo dejar que este emputada jajajajajajaj,Ella sabe cómo permitir que esto la incomode jajajajajajaj,es,1,1.0,0.5,1.0,1
Team_SINAI_5250_es,5250,"Necesitaba desahogarme con esa wea, te juro que me cae muy mal ese viejo culiao 😑","Necesitaba liberar tensiones hablando sobre eso, te juro que me cae muy mal ese hombre mayor 😑",es,1,1.0,1.0,1.0,1
Team_SINAI_5257_es,5257,"La clase estuvo buena pero súper mocha a mi parecer, si consideramos que es folclore y tiene un background brutal.","Complete neutral rewrite: La clase estuvo bien pero algo animada desde mi punto de vista, si consideramos que es parte de nuestra cultura y tiene una historia significativa.",es,0,0.5,1.0,0.5,0
Team_SINAI_5260_es,5260,Es decir las cortes son la mierda de la institucionalidad en el país.,Es decir las cortes son el problema de la institucionalidad en el país.,es,1,1.0,1.0,1.0,1
Team_SINAI_5279_es,5279,"Si, seré esa amiga y la tía buena pal webeo","Sí, seré esa amiga y la tía amable para molestarte.",es,1,1.0,1.0,1.0,1
Team_SINAI_5285_es,5285,Martin es mas wn que las palomas...inocente el cabro #Los80,Martin es más inocente que las palomas...el cabro #Los80,es,1,1.0,0.5,0.5,1
Team_SINAI_5300_es,5300,"Los Domingos creo que hay un chip de ""Modo bajón activado""  automático, que puta.","Los Domingos creo que hay un chip de ""Modo bajón activado"" automático, qué molesto.",es,1,1.0,0.5,1.0,1
Team_SINAI_5302_es,5302,Y el papel secundario de Gordon Pinsent es una puta maravilla!!!!,Y el papel secundario de Gordon Pinsent es una maravilla!!!!,es,1,1.0,1.0,1.0,1
Team_SINAI_5307_es,5307,Sigan Saliendo parranda de Hijueputas...Sigan creyendo que esto es un juego y que son inmunes al Covid-19.,Sigan saliendo de fiesta...Sigan creyendo que esto es un juego y que son inmunes al Covid-19.,es,1,1.0,1.0,1.0,1
Team_SINAI_5308_es,5308,La Cuarentena no sirve para un culo.,La Cuarentena no sirve.,es,1,1.0,1.0,1.0,1
Team_SINAI_5318_es,5318,Quiero estar de novio pero ala vez salir de joda que mierda hago?😂💔,"Quiero estar de novio pero al mismo tiempo salir a divertirme, ¿qué diablos hago? 😂💔",es,1,0.5,0.5,1.0,1
Team_SINAI_5321_es,5321,Las Jordan 13 de Villanueva la cagaron!,Las Jordan 13 de Villanueva no funcionaron bien.,es,1,1.0,0.5,1.0,1
Team_SINAI_5335_es,5335,Le sacaron los trapitos al sol.,Expusieron la situación.,es,1,0.5,1.0,0.5,0
Team_SINAI_5336_es,5336,Netflix es peor que las drogas.,Netflix no es tan adictivo como las drogas.,es,0,1.0,1.0,1.0,1
Team_SINAI_5364_es,5364,Raro este pedazo de Hpta incitando cada semana a una marcha.,Peculiar este individuo motivando cada semana a una marcha.,es,1,1.0,0.5,1.0,1
Team_SINAI_5365_es,5365,Un beso que te gustó pero la psicópata de tu pareja te lleva echando en cara desde entonces.,Un beso que te gustó pero tu pareja te lo ha estado recordando desde entonces.,es,1,1.0,1.0,0.5,0
Team_SINAI_5374_es,5374,Jajajaja pensó que era de cuates.,Pensó que era de amigos.,es,1,0.5,1.0,1.0,1
Team_SINAI_5378_es,5378,Les tiembla el culo a ustedes que saben porque les corre.,Les asusta a ustedes que saben porque les sucede.,es,1,1.0,0.5,0.5,1
Team_SINAI_5388_es,5388,EMPIECEN A TRANSMITIR USTEDES EN VIVO NOJODAAAA DEJEN EL MIEDO TAMBIEN,"Comiencen a transmitir ustedes en vivo, dejen el miedo también.",es,1,1.0,0.5,1.0,1
Team_SINAI_5389_es,5389,unnnas ganas d ponerme en pedo un rato,Tengo ganas de tomarme una copa tranquilamente.,es,1,0.5,0.5,1.0,1
Team_SINAI_5391_es,5391,Ya q no hay colé me podes venir a ver puto de mierda 😡,"Ya que no hay cola, ¿me puedes venir a ver persona molesta?",es,1,1.0,0.5,0.5,1
Team_SINAI_5394_es,5394,Piñera tiene que estar llorando por no poder ir a chuparle el pico a Trump,Piñera tiene que estar triste por no poder reunirse con Trump.,es,1,1.0,0.5,1.0,1
Team_SINAI_5399_es,5399,"Son un chorro de Machos contra Mujer, pero voy por Josean de Comerio.","Hay un enfrentamiento entre hombres y mujeres, pero voy a buscar a Josean de Comerio.",es,1,1.0,0.5,1.0,1
Team_SINAI_30_uk,30,"Хочеться бухати, читати хуйню і писати хуйню.","Хочеться гуляти, читати цікаві речі і писати свої думки.",uk,0,1.0,1.0,1.0,1
Team_SINAI_34_uk,34,"То мені психічна травма, блядьЗгадувати не хочу","То мені психічна травма, Згадувати не хочу.",uk,1,1.0,1.0,1.0,1
Team_SINAI_42_uk,42,Про перекладацтво і мудацтво | стрнґ,Про перекладання | странг,uk,0,1.0,0.5,0.5,1
Team_SINAI_47_uk,47,"Боже, бля, наші люди всьо фільтрують божими законами","Вибач, наші люди все фільтрують відповідно до закону.",uk,1,1.0,1.0,1.0,1
Team_SINAI_56_uk,56,"А ти потім ходи і думай, шо за хуйня відюувається навколо","Ти потім ходи і думай, що відбувається навколо.",uk,1,1.0,1.0,1.0,1
Team_SINAI_62_uk,62,"'Боже, блять, чому просто не можна зобов''язати вчити англійську всіх людей, які так чи інакше контактують з іноземцями.'","'Боже, чому просто не можна зобов''язати вчити англійську всіх людей, які так чи інакше контактують з іноземцями.'",uk,1,1.0,1.0,1.0,1
Team_SINAI_69_uk,69,В мене завтра свіданка блять.,В мене завтра свідання.,uk,1,1.0,1.0,0.5,0
Team_SINAI_80_uk,80,Довелося 15 хвилин чекати ту курву.,Довелося 15 хвилин чекати ту жінку.,uk,1,1.0,1.0,1.0,1
Team_SINAI_92_uk,92,"Та я теж, але сука, і так весь час дома, а там щось цікаве.","Та я теж, але, і так весь час дома, а там щось цікаве.",uk,1,1.0,1.0,1.0,1
Team_SINAI_122_uk,122,"блять, ско, коли ти нормально коми ставити будеш. на твої твіти дивитись соромно.",коли ти правильно форматуватимеш. на твої твіти переглядати.,uk,0,1.0,0.5,0.5,1
Team_SINAI_131_uk,131,"І що бля, це більшість жінок почувається — отак??","І що, це більшість жінок почувається — отак?",uk,1,1.0,0.5,1.0,1
Team_SINAI_133_uk,133,"- ми про щось забулипро дитину, блять#НічІзКевіном",ми про щось забули про дитину,uk,1,1.0,0.5,1.0,1
Team_SINAI_136_uk,136,"Ідіть нахуй, не затягнете мене в свою цукрову секту.","Прошу відійти, не втягуйте мене у вашу спілку.",uk,0,1.0,1.0,1.0,1
Team_SINAI_140_uk,140,"Про всяк випадок вивчи фразу ""мудак, куди преш?"" кількома мовами.","Alternative 3 - З метою безпеки вивчай фразу ""куди преш?"" на кількох мовах.",uk,0,1.0,1.0,1.0,1
Team_SINAI_149_uk,149,Хто рано встає - той більше хуйні встигає натвітити.,Хто рано встає - той більше робить.,uk,0,1.0,1.0,1.0,1
Team_SINAI_154_uk,154,"Щоб у мене все було добре, тре лиш секс і шоб мудоблядські суки здохли.","Щоб у мене все було добре, треба просто займатися справами, агресії сприймати не треба.",uk,0,1.0,1.0,1.0,1
Team_SINAI_158_uk,158," можеш послати мене нахуй, якшо хочеш.","можеш вислати мене, якщо хочеш.",uk,0,1.0,1.0,1.0,1
Team_SINAI_176_uk,176,"Поки я спала та мочила жопу в морі, ви пиздякали про айфон.","Поки я спала та розмовляла про смартфон, ви поговорили про айфон.",uk,0,1.0,1.0,1.0,1
Team_SINAI_183_uk,183,"Я хочу вивчити ще багато мов, але ж блядь.","Я хочу вивчити ще багато мов, але ж.",uk,1,1.0,1.0,0.5,0
Team_SINAI_186_uk,186,"Хвала небесам, що мені похуй на укладку","Хвала небесам, що мені байдуже до укладки",uk,1,1.0,1.0,1.0,1
Team_SINAI_188_uk,188,'Я ахуєла і не вихуїлаЯк видалити пам''ять',"'Я була здивована та не розуміла, як видалити пам'ять.'",uk,1,1.0,0.5,1.0,1
Team_SINAI_203_uk,203," блядь, жінко, там і тридцятник недалеко.","жінко, там і тридцятник недалеко.",uk,1,1.0,1.0,1.0,1
Team_SINAI_207_uk,207,"Тому унилоє гавно залишається в КП, а я відправляюсь в путь.","Тому неприємне залишається в КП, а я відправляюсь в дорогу.",uk,1,1.0,1.0,1.0,1
Team_SINAI_214_uk,214,"Бісять гуманітарії, бісять технарі, усі бісять блять, ідіть нахуй","Гуманітарні та технічні спеціалісти часто мають різні точки зору, ситуація може викликати напруження, вибачте за виразність.",uk,0,1.0,1.0,1.0,1
Team_SINAI_222_uk,222,"І рибку, і на хуй, та?",Ти хочеш щоб я взяв рибку й пішов?,uk,0,1.0,0.5,1.0,1
Team_SINAI_233_uk,233,От вам моя експертна думка: ніхуя англійці не розуміють в революціях!,"За моєю експертною думкою, англійці не дуже розуміються на революціях.",uk,1,1.0,1.0,1.0,1
Team_SINAI_236_uk,236,"почуте днями біля екс-тудора: ""бог триєдиний, блядь""","почула останнім часом біля колишнього вчителя: ""бог триєдиний",uk,0,1.0,1.0,0.5,0
Team_SINAI_246_uk,246,пиздуйте в вк ті дєла обговорювати,обговорюйте в ВК їх справи,uk,1,1.0,0.5,1.0,1
Team_SINAI_247_uk,247,"Що це твоя, блять, хата, а отже ти можеш хоч і бомжа привести.","Що це твоя, хата, а отже ти можеш хоч і привести.",uk,0,1.0,1.0,1.0,1
Team_SINAI_249_uk,249,На скільки справ ще не покладено хуй!,На скільки справ ще не покладено!,uk,1,1.0,1.0,0.5,0
Team_SINAI_264_uk,264," предмет не важливий, тож похуй.",предмет не важливий.,uk,1,1.0,1.0,1.0,1
Team_SINAI_265_uk,265,Потягів без орущих піздюків не існує.,Потягів без неслухкачів не існує.,uk,1,1.0,1.0,1.0,1
Team_SINAI_269_uk,269,"Блять, ви такі кумедні що пізда.",Ви дуже кумедні.,uk,1,1.0,1.0,1.0,1
Team_SINAI_272_uk,272,"Замовила, відправили....сукаааа чого ж в найкращих забирають життя...","Замовила, відправили....чого ж в найкращих забирають життя...",uk,1,1.0,1.0,1.0,1
Team_SINAI_306_uk,306,На хуй зранку краще заходить,Вранці краще заходити.,uk,1,1.0,1.0,1.0,1
Team_SINAI_311_uk,311,"Ната, ти пізда""Або просто бесіда з Натою і Владом.",Просто розмова з Натою і Владом.,uk,0,1.0,0.5,1.0,1
Team_SINAI_313_uk,313,мене і так ніхто не трахне.,мене і так ніхто не приміряє.,uk,0,1.0,1.0,1.0,1
Team_SINAI_317_uk,317,Може кинути все нахуй і вступити на театральний?,Може закінчити з усім і вступити у театр?,uk,1,1.0,1.0,1.0,1
Team_SINAI_319_uk,319,"Не зря, ой сука не зря зробив шенген на 5 років","Не дарма, ой фу не дарма зробив шенген на 5 років",uk,1,1.0,1.0,1.0,1
Team_SINAI_323_uk,323,"так, блять, де вічний двигун","так, де вічний двигун",uk,1,1.0,1.0,1.0,1
Team_SINAI_332_uk,332,"експертний висновок роботи Фоменка від : ""Міг би тоді і Бойка випустити. мудак"" #UKRPOL","експертний висновок роботи Фоменка від: ""Міг би тоді і випустити. недоброзичливий"" #UKRPOL",uk,0,1.0,0.5,0.5,1
Team_SINAI_363_uk,363,"ох, тримайся. в мене теж зараз період пиздеця, хай стане краще.","ох, тримайся. у мене теж зараз нелегкий час, хай стане краще.",uk,1,1.0,1.0,1.0,1
Team_SINAI_372_uk,372,"Усе хуйня, а красива білизна - то святе.","Усе невдача, а красива білизна - то це цінне.",uk,1,1.0,1.0,1.0,1
Team_SINAI_373_uk,373,'жопа. навіть я колись це ім''я вживав) але я не дописав ту річ)',навіть я колись це слово вживав) але я не дописав ту річ),uk,1,1.0,1.0,1.0,1
Team_SINAI_377_uk,377,"Я і не квжу, що йому похуй, чи зющо він неякісно зробив роботу.","Я і не вважу, що йому байдуже, чи чому він неякісно виконав роботу.",uk,0,1.0,0.5,1.0,1
Team_SINAI_379_uk,379,Усвідомити всю їбанутість власних вчинків.,Ретельно оцінити свої вчинки.,uk,0,1.0,1.0,1.0,1
Team_SINAI_380_uk,380,"Дайте мені мужика, котрий не доводитиме мене до сліз, і я скажу ""Що це за хуйня?","Я хотіла б мати партнера, який робить мене щасливою, і в таких випадках я кажу: ""Що відбувається?",uk,0,1.0,1.0,0.5,0
Team_SINAI_385_uk,385,"та блять ноги витирають, а я терпіти маю","та ноги витирають, а я терпіти маю",uk,1,1.0,1.0,1.0,1
Team_SINAI_399_uk,399,Просто зберігаю картинки і хуярю :D,Просто зберігаю картинки і.,uk,0,1.0,1.0,0.5,0
Team_SINAI_400_uk,400,похуй. я офіційно на 4 курсі і в мене є стипендія. все решта - похуй,нема проблем. я офіційно на 4 курсі і в мене є стипендія. все решта - нема проблем,uk,1,1.0,1.0,1.0,1
Team_SINAI_406_uk,406,"чомусь є купа адекватних людей, які після дємбєля не бухають в формі і не розказуютб як трахали когось під Луганськом","чомусь є купа адекватних людей, які після події не вживають спиртне і не розповідають, як стали біля Луганська.",uk,0,1.0,1.0,1.0,1
Team_SINAI_408_uk,408," я теж, але бля, той, кого хочу, або в іншій країні, або не хоче мене.","я також хочу, але людина, яку я цікавлюся, знаходиться в іншій країні або не взаємодіє зі мною.",uk,1,1.0,1.0,0.5,0
Team_SINAI_411_uk,411,ну бо воно годне було хоть і хуйня,ну бо воно годне було хоть і не таке погане,uk,1,1.0,1.0,1.0,1
Team_SINAI_414_uk,414,не лижіть один одному тут сраки,не ображайте один одного тут,uk,1,1.0,1.0,1.0,1
Team_SINAI_419_uk,419,"А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.","Пошук програмістів в твітері, це як пошукати працівників в супермаркеті.",uk,0,1.0,1.0,1.0,1
Team_SINAI_420_uk,420,"В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.","У мене мало друзів у цьому житті, справді, як пальців на одній руці.",uk,1,1.0,1.0,1.0,1
Team_SINAI_428_uk,428,Зранку як прокинусь вже ж буде готове?,"Зранку коли я прокинусь, чи буде вже готове?",uk,0,0.5,0.5,1.0,1
Team_SINAI_449_uk,449,"Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.","Займайтесь іншим, щоб не після цього виходило, що я вас не цінувала.",uk,0,1.0,1.0,1.0,1
Team_SINAI_450_uk,450,"бля( ні, ну як так можна!","ай, от як так можна!",uk,1,1.0,0.5,1.0,1
Team_SINAI_457_uk,457,"Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн","Досі так незручно, це просто дуже погано, вчасно я в Карму прийшов канєшн.",uk,1,1.0,1.0,0.5,0
Team_SINAI_460_uk,460,та я нарешті ту шарагу блядську закінчу і від липня я вся твоя),Я нарешті цю роботу завершу і з липня я твоя.,uk,1,1.0,1.0,1.0,1
Team_SINAI_479_uk,479,"от шо значіть стараться, коли дєлаєш хуйню.","від чого значить старатися, коли робиш несправедливі речі.",uk,1,1.0,1.0,0.5,0
Team_SINAI_485_uk,485,"Твою на ліво, я так кожного сранку прокидаюся і без жахіть.","Тобі на ліво, я так кожного ранку прокидаюся і без жахіть.",uk,1,1.0,0.5,0.5,1
Team_SINAI_500_uk,500,"надвігающійся, як жопа, дедлайн, знаєтє-лі, стимулює...","надходящий термін, подібний завданню, як ви певно знаєте, мотивує...",uk,0,1.0,0.5,1.0,1
Team_SINAI_502_uk,502,"Блять, да заїбали обертатись на мене в маршрутці.",Ну натягнули на мене у маршрутці.,uk,0,1.0,1.0,1.0,1
Team_SINAI_507_uk,507,"Я: АХАХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо дофіга всякого*","Я дуже сміюся, так як це дуже забавно.",uk,1,0.5,1.0,1.0,1
Team_SINAI_508_uk,508,"Читаєш, і ніби це ти сдихаєш від незрозумілої хуйні, а не головний герой.","Читаєш, і ніби це ти сдихаєш від незрозумілої історії, а не головний герой.",uk,1,1.0,1.0,1.0,1
Team_SINAI_518_uk,518,"Напевно, потрібно починати забивати хуй на нихЩо я, власне, і буду намагатись робити","Напевно, треба починати ігнорувати їх. Це я і буду відтепер робити.",uk,1,1.0,1.0,1.0,1
Team_SINAI_521_uk,521,В смислі блять не хоче?,В смислі не хочете?,uk,1,1.0,1.0,1.0,1
Team_SINAI_535_uk,535,Зараз згадую та відчуваю неабиякий сором: співаю-то я хуйово.,У цей момент згадую та відчуваю сильний сором: мій спів зараз не задовільний.,uk,1,1.0,1.0,1.0,1
